,age,taille,poids,revenu_estime_mois,risque_personnel,loyer_mensuel,montant_pret
2609,40,190.0,68.7,884,0.29,5000.0,14376.438833682334
2610,22,172.7,90.2,3059,0.77,,7217.977715068121
2611,29,171.4,72.0,3675,0.7,,27701.996539834145
2612,26,192.3,63.4,5271,0.7,5000.0,26040.812091448945
2613,43,175.1,65.7,2847,0.76,,33544.04291451291
2614,56,172.6,99.0,2848,0.7,10000.0,500.0
2615,32,173.1,84.0,1321,0.38,,500.0
2616,44,163.7,70.2,2761,0.27,5000.0,13328.93030342058
2617,51,164.3,67.7,1686,0.06,5000.0,500.0
2618,43,174.0,74.0,2147,0.97,,27630.264700699638
2619,68,181.4,65.9,3102,0.05,937.81,27803.160032930435
2620,42,162.0,78.3,3664,0.13,941.82,23873.926816609688
2621,58,188.7,82.7,2794,0.16,,1273.8157299253128
2622,57,173.4,79.3,3789,0.04,10000.0,17481.583898228793
2623,36,177.5,65.2,2906,0.18,10000.0,500.0
2624,59,179.2,86.0,3124,0.36,10000.0,500.0
2625,63,169.7,84.5,500,0.79,5000.0,500.0
2626,36,158.5,93.3,1089,0.15,5000.0,500.0
2627,20,155.6,59.1,1120,0.73,1216.82,500.0
2628,58,174.2,83.5,1231,0.69,5000.0,1396.4445400010422
2629,39,165.2,84.4,3384,0.81,,500.0
2630,19,154.8,83.6,2391,0.47,,7138.860650781607
2631,65,172.5,71.1,818,0.49,700.32,500.0
2632,24,186.6,72.0,2678,0.6,5000.0,24660.31707304339
2633,18,165.3,74.4,1176,0.36,,11245.155769496318
2634,68,151.0,50.9,2180,0.61,,500.0
2635,34,175.3,88.8,2574,0.22,5000.0,500.0
2636,75,172.0,66.6,1257,0.06,,500.0
2637,34,173.9,42.6,2564,0.1,10000.0,14017.726998290773
2638,47,174.3,89.6,1650,0.4,,500.0
2639,68,159.7,49.5,2145,0.44,664.73,13945.194511369737
2640,52,157.7,45.4,2261,0.16,,15328.642457723092
2641,32,174.0,87.0,1892,0.37,,500.0
2642,52,171.0,70.5,2245,0.53,,26644.62662003397
2643,68,177.5,46.2,2261,0.68,5000.0,500.0
2644,19,170.9,75.9,3813,0.62,,21959.75646115156
2645,58,174.6,84.9,3591,0.81,10000.0,500.0
2646,27,177.4,75.4,3268,0.83,1163.64,17482.144858514723
2647,52,162.0,85.1,1307,0.39,10000.0,500.0
2648,69,153.5,71.1,3341,0.98,5000.0,17169.206502443045
2649,62,161.1,105.0,1972,0.77,105.46,13583.658938494276
2650,22,168.1,81.4,2778,0.48,5000.0,500.0
2651,25,170.5,81.2,4030,0.17,5000.0,10816.56791802729
2652,44,181.5,58.3,852,0.21,,500.0
2653,59,170.1,95.0,500,0.32,594.59,6728.080258564397
2654,66,171.0,76.2,1273,0.05,,8522.241740684532
2655,74,164.7,72.6,1889,0.19,,500.0
2656,69,165.8,80.3,500,0.78,,500.0
2657,47,188.6,51.6,2726,0.2,5000.0,500.0
2658,61,152.8,77.5,2172,0.88,,500.0
2659,42,170.9,76.2,4467,0.53,5000.0,7133.766701514752
2660,39,179.9,58.8,2989,0.98,,11767.931119492578
2661,21,167.7,70.2,2085,0.33,1129.02,500.0
2662,49,173.5,67.7,2426,0.55,,500.0
2663,61,172.1,75.2,556,0.91,5000.0,26210.28196680767
2664,43,182.7,96.1,2428,0.56,,500.0
2665,34,180.4,72.5,3043,0.36,5000.0,500.0
2666,71,171.3,70.8,4017,0.69,812.69,36262.30754366217
2667,55,153.8,61.1,2410,0.81,,500.0
2668,37,171.1,49.5,4918,0.36,,15980.284523237306
2669,41,175.8,66.3,1023,0.57,10000.0,2773.3540447095083
2670,24,168.3,75.1,1809,0.3,,1814.4845627822767
2671,65,168.2,71.5,2912,0.92,10000.0,8801.156802206959
2672,72,161.9,71.7,2567,0.86,293.18,500.0
2673,64,169.8,66.5,3516,0.37,,500.0
2674,21,180.8,61.4,3960,0.92,1134.93,500.0
2675,24,185.9,44.5,2074,0.98,10000.0,500.0
2676,27,160.1,58.4,3048,0.8,10000.0,500.0
2677,28,184.2,77.2,709,0.66,10000.0,500.0
2678,62,178.2,86.7,2103,0.51,1021.36,9149.762575104216
2679,59,170.7,70.8,1595,0.87,5000.0,500.0
2680,70,174.8,67.9,5030,0.42,,500.0
2681,52,160.1,66.6,3517,0.17,5000.0,17967.36245444661
2682,42,172.9,84.1,2616,0.41,1063.8,500.0
2683,30,168.3,54.3,2325,0.63,5000.0,500.0
2684,28,160.6,88.5,3792,0.85,5000.0,37932.5187732267
2685,66,170.3,81.6,3431,0.42,10000.0,14896.95240509809
2686,37,167.9,78.0,764,0.66,944.68,500.0
2687,41,167.5,59.1,2381,0.32,286.57,9354.662792984136
2688,57,166.6,51.4,4171,0.81,763.54,11981.501728088751
2689,65,177.5,76.2,1893,0.38,712.5,500.0
2690,64,170.8,66.7,1619,0.88,,500.0
2691,67,164.4,48.1,3164,0.3,1106.38,500.0
2692,53,186.2,82.1,2760,0.97,10000.0,500.0
2693,31,178.6,55.6,500,0.18,,500.0
2694,37,167.1,69.8,4149,0.65,5000.0,11748.4133547253
2695,61,156.2,81.5,3723,0.52,5000.0,9149.762575104216
2696,19,176.2,62.2,3044,0.92,,32443.714397486903
2697,62,190.3,74.1,1251,0.18,5000.0,500.0
2698,31,160.8,58.4,2140,0.45,10000.0,500.0
2699,56,186.2,81.2,1882,0.4,745.25,500.0
2700,39,170.1,48.6,500,0.65,852.65,2809.0685120321923
2701,44,178.2,45.6,2796,0.01,,500.0
2702,59,154.6,31.3,635,0.9,10000.0,500.0
2703,59,166.2,32.0,3244,0.17,,500.0
2704,66,170.1,60.6,3831,0.49,,23826.98224378421
2705,58,169.9,46.6,3272,0.98,5000.0,19025.22461592241
2706,74,178.2,81.6,2399,0.18,10000.0,500.0
2707,26,176.2,78.5,3209,0.62,,25574.64059687515
2708,38,180.5,48.9,3238,0.21,,500.0
2709,36,164.4,40.9,2899,0.01,978.31,1268.389955896836
2710,45,158.1,42.0,2187,0.1,,500.0
2711,71,175.7,59.9,1568,0.57,10000.0,8797.814558404281
2712,33,156.1,81.0,1812,0.82,,2834.4817871475857
2713,37,179.1,30.5,3754,0.26,,29095.752983725444
2714,56,165.6,49.6,2248,0.7,,16610.4324116248
2715,49,164.4,63.3,2781,0.58,,4704.261460615925
2716,18,183.2,83.0,2975,0.51,,500.0
2717,56,171.5,104.2,3136,0.26,5000.0,500.0
2718,57,177.1,41.0,2514,0.46,5000.0,13640.878971877895
2719,69,165.6,55.6,2597,0.48,10000.0,500.0
2720,30,178.9,84.0,2766,0.88,5000.0,500.0
2721,27,175.8,62.4,500,0.59,10000.0,5924.700798656062
2722,18,183.8,66.6,2880,0.29,,500.0
2723,65,161.5,99.0,2724,0.7,,21967.150155209965
2724,70,168.8,59.6,3138,0.5,,14879.1342048782
2725,24,171.9,89.6,2547,0.22,5000.0,500.0
2726,54,155.4,75.6,2039,0.09,,17024.842765783367
2727,54,173.4,73.7,1644,0.38,,500.0
2728,50,162.4,48.8,3419,0.13,,500.0
2729,40,152.2,65.0,2437,0.49,,500.0
2730,33,175.1,70.06407999999999,4317,0.96,10000.0,16839.884072781115
2731,25,162.5,100.4,1918,0.09,5000.0,500.0
2732,55,168.2,67.5,2256,0.16,,23986.0348910977
2733,26,167.5,90.8,4077,0.9,,500.0
2734,72,169.6,88.0,1931,0.51,10000.0,14389.818518246744
2735,30,156.9,45.2,2774,0.98,948.98,27985.11169137675
2736,22,185.3,89.5,3530,0.13,418.27,18186.594474232497
2737,18,162.8,57.4,2171,0.0,963.76,500.0
2738,30,167.3,86.9,1363,0.41,10000.0,500.0
2739,65,166.3,50.4,1044,0.93,974.52,21284.41186446679
2740,49,153.7,71.2,1968,0.73,1161.12,18314.558225299203
2741,31,168.4,63.3,3027,0.81,,2842.6976232765564
2742,26,172.7,73.4,1341,0.61,10000.0,500.0
2743,48,178.6,70.06407999999999,5636,0.97,5000.0,20723.63651460875
2744,64,176.4,76.6,3217,0.9,843.72,2136.491269835813
2745,24,184.1,63.6,1652,0.39,257.05,9905.518803305958
2746,43,167.8,84.2,3609,0.18,10000.0,24842.93723271435
2747,58,166.3,34.9,3323,0.46,,8076.410427997091
2748,64,163.7,74.9,2577,0.94,780.98,7082.085233460393
2749,55,157.6,80.0,3056,0.55,1134.82,500.0
2750,23,180.5,63.9,1289,0.26,1054.52,2828.1531439647933
2751,38,181.9,88.9,500,0.15,,500.0
2752,69,149.4,67.3,4860,0.73,,26318.74464440682
2753,20,177.9,67.4,3790,0.32,5000.0,500.0
2754,68,173.6,70.2,2363,0.53,10000.0,7997.517283682837
2755,52,173.1,95.9,2703,0.13,1187.01,500.0
2756,59,157.3,65.5,2362,0.34,10000.0,500.0
2757,41,173.6,77.9,2190,0.39,583.17,500.0
2758,34,162.7,74.0,1982,0.86,600.49,10170.616147502187
2759,69,176.7,40.4,1742,0.66,10000.0,8427.0775812741
2760,35,155.4,67.2,2175,0.56,10000.0,500.0
2761,29,160.1,80.4,5479,0.51,,25859.438482166493
2762,21,185.0,70.9,2094,0.69,5000.0,4041.9790981280544
2763,75,185.0,57.9,1200,0.53,,500.0
2764,57,163.6,62.3,844,0.52,,500.0
2765,74,155.6,63.7,3354,0.5,62.85,500.0
2766,19,158.8,76.6,4285,0.84,10000.0,8569.79706185768
2767,31,176.1,56.6,946,0.96,10000.0,12013.169289164312
2768,64,158.7,64.0,1991,0.2,5000.0,500.0
2769,44,169.1,103.5,2489,0.06,,500.0
2770,44,158.5,51.0,3179,0.55,,21320.005187687253
2771,66,180.3,73.5,1861,0.58,,500.0
2772,58,167.2,72.3,2086,0.49,5000.0,12549.624855379849
2773,71,167.8,97.7,1723,0.61,5000.0,500.0
2774,19,170.0,84.1,3563,0.16,,7446.136336127524
2775,34,167.1,57.5,4342,0.57,,24406.518674604034
2776,56,172.5,71.0,2291,0.9,,17931.114911344644
2777,51,170.1,89.2,1836,0.33,971.9,929.2302867003194
2778,36,148.0,68.0,2218,0.03,994.86,24221.03734614199
2779,61,170.8,61.9,3376,0.95,1170.03,500.0
2780,72,154.6,86.2,2800,0.16,10000.0,500.0
2781,70,178.0,58.2,930,0.49,,500.0
2782,57,168.5,58.4,2505,0.75,639.08,37808.59949109747
2783,50,154.2,36.8,2390,0.9,,1862.778551848726
2784,62,176.5,87.0,2251,0.62,,500.0
2785,72,173.8,67.8,2368,0.59,784.92,500.0
2786,43,173.4,51.6,1265,0.43,5000.0,500.0
2787,44,165.8,84.1,637,0.71,,500.0
2788,70,151.2,71.7,3243,0.35,,4574.9685984036605
2789,52,180.3,61.8,879,0.79,,500.0
2790,37,171.3,63.1,500,0.28,329.63,500.0
2791,60,189.4,67.3,2174,0.39,569.22,500.0
2792,67,158.7,55.6,1512,0.11,,15877.582829401588
2793,40,166.5,61.1,2601,0.91,10000.0,500.0
2794,43,167.0,61.0,2318,0.53,1388.32,16160.54515451806
2795,53,163.0,78.9,4240,0.75,5000.0,15858.950343169943
2796,24,176.9,51.7,2065,0.93,5000.0,500.0
2797,22,165.5,60.4,1418,0.2,216.04,18211.888124076293
2798,44,163.1,75.2,4543,0.7,,500.0
2799,53,148.8,53.8,1414,0.17,752.85,1130.1526665976949
2800,59,184.8,75.3,2353,0.09,10000.0,500.0
2801,75,152.2,61.9,500,0.51,896.67,500.0
2802,58,162.5,86.2,1143,0.86,5000.0,500.0
2803,20,154.1,72.0,1039,0.92,,500.0
2804,19,166.9,74.8,500,0.17,5000.0,17636.862081617895
2805,64,165.2,85.2,2166,0.21,10000.0,500.0
2806,55,177.9,59.4,4056,0.78,10000.0,500.0
2807,34,167.1,54.7,3076,0.39,,500.0
2808,36,173.7,62.4,3089,0.47,,18241.429035683264
2809,66,162.6,68.0,1159,0.46,1378.19,500.0
2810,21,174.4,44.9,3102,0.68,,29204.933829218364
2811,26,167.2,73.0,1202,0.99,5000.0,500.0
2812,59,152.9,96.3,500,0.57,695.15,15082.961701237107
2813,72,160.1,71.5,2650,0.11,10000.0,13641.630437961529
2814,22,174.2,74.2,2929,0.56,10000.0,3506.0932597510114
2815,33,166.1,67.3,4467,0.13,529.51,500.0
2816,45,183.1,77.6,1361,0.47,10000.0,18748.64342476132
2817,29,165.6,75.9,4823,0.37,5000.0,500.0
2818,51,171.1,52.3,4185,0.33,10000.0,13072.723191942408
2819,25,182.1,88.0,2794,0.65,766.87,500.0
2820,32,148.1,56.7,2461,0.65,1021.36,500.0
2821,55,191.4,91.2,2295,0.19,847.25,20467.71908854508
2822,63,157.1,56.1,1069,0.01,,500.0
2823,44,182.9,58.2,2024,0.9,,18492.062001420378
2824,54,171.2,71.1,2264,0.56,,500.0
2825,38,172.8,71.5,2303,0.49,10000.0,9265.928791144574
2826,30,175.9,61.4,2975,0.07,1209.67,500.0
2827,22,191.8,94.8,3543,0.46,10000.0,38530.469576731375
2828,40,178.1,80.7,1379,0.1,242.86,7223.169078847762
2829,71,160.6,109.4,3004,0.13,,24360.2974779708
2830,61,161.7,67.3,2681,0.08,10000.0,500.0
2831,18,152.2,58.4,3539,0.61,934.38,2734.194170408262
2832,36,160.3,69.9,2101,0.34,,11805.215471512374
2833,33,171.7,39.1,2158,0.9,5000.0,25563.880471757904
2834,70,169.1,62.6,2483,0.09,956.85,500.0
2835,37,160.3,66.2,4117,0.36,655.49,14260.15220658947
2836,27,174.7,80.5,2233,0.62,10000.0,24270.20863280798
2837,40,171.2,55.1,2023,0.79,,18179.788622728905
2838,59,170.00376,72.7,1659,0.25,10000.0,500.0
2839,45,175.8,76.5,2654,0.74,,14529.58256709109
2840,27,157.4,49.5,3047,0.87,,500.0
2841,29,163.2,72.7,3158,0.02,,12643.73128427776
2842,36,156.5,71.2,2938,0.3,5000.0,500.0
2843,32,156.7,60.0,1766,0.02,,6065.297556901488
2844,28,178.1,74.4,3749,0.07,10000.0,13951.858356926174
2845,71,181.0,74.7,547,0.28,,500.0
2846,18,166.6,71.8,3959,0.4,,500.0
2847,19,185.5,82.6,500,0.91,5000.0,6453.088426604251
2848,44,165.1,54.6,1564,0.08,77.94,500.0
2849,25,170.6,47.7,1968,0.45,5000.0,20458.78976194352
2850,74,170.6,55.1,500,0.01,,500.0
2851,41,159.7,76.8,2227,0.33,5000.0,500.0
2852,27,178.7,61.8,1924,0.31,,572.6014218360648
2853,30,171.0,45.3,2242,0.82,,7405.375956687081
2854,46,165.2,68.6,4453,0.55,,38007.01891969257
2855,38,160.7,87.2,1468,0.84,707.06,500.0
2856,65,168.9,80.0,3446,0.02,737.62,16818.085738883787
2857,21,169.3,71.1,2944,0.74,5000.0,37730.70918653798
2858,39,169.4,93.9,1823,0.97,10000.0,7141.560194438305
2859,46,153.2,76.2,3696,0.2,10000.0,500.0
2860,53,177.9,81.6,1210,0.81,5000.0,500.0
2861,43,174.1,60.7,1905,0.63,5000.0,500.0
2862,44,180.4,85.1,5407,0.89,,27292.02093115948
2863,22,174.4,55.7,1992,0.46,5000.0,22308.466135450788
2864,69,173.8,39.8,2819,0.52,,1523.432523426136
2865,63,175.6,95.6,500,0.86,-21.11,22685.935591868398
2866,56,181.6,71.5,500,0.74,5000.0,500.0
2867,73,170.00376,42.9,1757,0.3,,22520.546472419283
2868,32,182.4,61.7,2333,0.86,5000.0,7235.631567374976
2869,61,173.9,64.6,3780,0.88,,16585.611169729742
2870,72,181.7,94.2,2804,0.02,,18828.598529215637
2871,64,153.8,68.9,2079,0.19,5000.0,500.0
2872,60,172.2,79.6,1190,0.14,10000.0,500.0
2873,72,160.8,70.3,4142,0.46,5000.0,16669.83357559903
2874,32,176.8,61.0,3981,0.64,,18798.322396177453
2875,51,178.6,76.8,500,0.65,10000.0,20029.040757701445
2876,52,166.0,58.5,1208,0.75,,500.0
2877,72,165.4,64.1,2941,0.66,10000.0,500.0
2878,39,160.6,79.2,1346,0.66,,4672.653006666625
2879,67,161.3,77.6,3354,0.66,5000.0,12341.673524452784
2880,58,157.0,94.2,2192,0.56,,13391.233834727203
2881,75,165.6,80.2,2179,0.6,1038.54,16307.7229371125
2882,29,170.3,89.1,4073,0.7,5000.0,17566.40177951013
2883,25,167.8,64.2,2844,0.6,10000.0,500.0
2884,62,163.7,70.2,2889,0.78,935.59,500.0
2885,52,176.8,76.9,500,1.0,10000.0,500.0
2886,69,173.3,54.7,2842,0.98,,9181.44378036272
2887,70,165.9,82.5,1060,0.35,10000.0,500.0
2888,71,169.5,72.3,1486,0.75,1109.41,1662.924026364064
2889,49,155.3,44.1,2447,0.36,5000.0,30428.823240327943
2890,70,160.7,84.5,4139,0.66,10000.0,500.0
2891,36,164.2,95.1,2603,0.52,,500.0
2892,58,177.4,75.1,500,0.78,5000.0,500.0
2893,28,171.2,59.1,1617,0.97,10000.0,500.0
2894,41,172.8,70.2,2543,0.41,10000.0,500.0
2895,75,160.0,55.2,3094,0.89,545.51,500.0
2896,41,161.5,55.9,1030,0.17,768.66,500.0
2897,45,167.6,42.6,2201,0.11,10000.0,500.0
2898,27,163.3,74.2,1967,0.08,,500.0
2899,23,163.8,81.5,1951,0.44,10000.0,500.0
2900,62,159.5,68.8,1280,0.82,10000.0,1884.297526809592
2901,26,176.1,69.4,3763,0.78,651.61,14522.126515169555
2902,49,160.2,44.2,1625,0.22,10000.0,500.0
2903,55,149.7,75.9,2132,0.5,5000.0,500.0
2904,72,162.9,85.4,1030,0.88,,6207.133077697636
2905,58,171.8,60.7,500,0.13,5000.0,29528.875266421812
2906,37,146.1,66.7,3751,0.87,467.0,8345.861845006157
2907,23,162.6,58.8,4011,0.1,10000.0,16897.175791866368
2908,25,163.9,75.6,2102,0.17,10000.0,500.0
2909,54,171.5,53.2,2916,0.27,835.79,4983.121205473664
2910,49,152.2,85.5,1543,0.24,813.21,500.0
2911,22,168.7,62.8,1962,0.27,10000.0,500.0
2912,24,176.0,42.0,3263,0.63,10000.0,15637.902593210303
2913,72,165.8,97.8,500,0.35,646.14,500.0
2914,70,176.1,81.4,1945,0.58,10000.0,500.0
2915,46,195.6,84.9,4821,0.86,,15883.12984218057
2916,26,175.3,74.3,3771,0.54,841.13,500.0
2917,20,168.7,72.2,3697,0.54,,31123.972598378
2918,44,178.7,82.3,2848,0.56,5000.0,500.0
2919,52,166.5,61.4,831,0.62,,25851.66011135109
2920,43,166.2,52.5,1742,0.35,10000.0,21033.4467332044
2921,62,164.4,84.6,2155,0.23,10000.0,500.0
2922,19,181.2,62.9,2534,0.95,5000.0,11649.068381015972
2923,63,168.0,81.0,648,0.79,534.07,7460.44516018489
2924,51,174.9,54.2,2183,0.84,5000.0,21275.330868241443
2925,58,169.7,75.0,2560,0.52,10000.0,20027.529446076616
2926,74,180.4,67.9,1938,0.13,5000.0,500.0
2927,52,165.8,61.9,4044,0.1,10000.0,500.0
2928,53,185.2,72.6,1642,0.43,,15993.57344877286
2929,28,162.5,69.7,1905,0.83,817.23,564.2001804505054
2930,70,187.7,95.5,3448,0.01,5000.0,2329.856499908037
2931,28,178.7,47.1,2511,0.92,,21710.830735956435
2932,24,170.8,55.5,1694,0.83,833.53,500.0
2933,27,169.7,80.1,500,0.2,5000.0,500.0
2934,41,179.6,64.4,2048,0.21,,500.0
2935,43,163.3,86.0,2751,0.84,,9970.430138206002
2936,64,162.1,78.4,3190,0.91,10000.0,13379.2509809291
2937,71,155.8,72.2,2201,0.15,5000.0,500.0
2938,33,180.9,78.7,882,0.15,702.63,23031.78560304812
2939,30,176.3,64.7,1740,0.04,10000.0,500.0
2940,40,176.1,77.1,4153,0.59,5000.0,4512.353496701046
2941,22,163.8,64.2,1624,0.88,,7964.499543345832
2942,19,172.4,80.9,512,0.28,,500.0
2943,62,177.8,56.8,2603,0.8,5000.0,3689.708660649225
2944,52,167.4,61.0,1632,0.49,263.02,500.0
2945,22,171.7,70.4,3357,0.85,10000.0,500.0
2946,64,170.6,103.0,1821,0.36,,500.0
2947,73,169.1,82.0,5481,0.48,10000.0,28116.51582086857
2948,58,160.1,70.8,2642,0.6,760.14,500.0
2949,70,163.1,63.4,4391,0.6,502.75,8609.765766875245
2950,22,174.3,74.9,3184,0.88,5000.0,34093.93217498821
2951,58,173.0,51.1,500,0.95,,500.0
2952,29,179.2,62.3,500,0.2,,500.0
2953,43,193.4,72.6,2903,0.22,,500.0
2954,34,166.8,75.4,1434,0.77,,500.0
2955,58,175.3,78.0,2039,0.48,384.43,17335.93502475075
2956,46,170.7,91.5,2064,0.8,5000.0,15438.93768684344
2957,69,152.9,61.1,3298,0.61,,11065.682867430243
2958,71,172.1,70.4,4881,0.37,833.83,32868.453928309114
2959,19,159.2,68.2,2475,0.84,10000.0,500.0
2960,29,159.9,46.0,1796,0.6,5000.0,500.0
2961,63,177.5,98.6,2692,0.04,,9022.97416107141
2962,55,165.9,82.8,3921,0.43,,500.0
2963,19,167.9,80.5,2446,0.48,,500.0
2964,56,158.9,73.2,4426,0.07,,15787.852523296118
2965,38,170.4,64.9,2934,0.64,10000.0,6403.612522572084
2966,37,173.2,80.4,1460,0.49,1059.92,10235.03751108291
2967,52,155.8,45.1,993,0.59,844.84,16718.503458793577
2968,31,154.8,57.5,2032,0.38,5000.0,16636.69263557818
2969,40,166.2,67.6,665,0.79,10000.0,21976.802681712237
2970,33,173.1,102.1,506,0.5,826.03,500.0
2971,66,160.7,60.5,2567,0.49,5000.0,500.0
2972,34,170.9,72.7,1004,0.32,661.62,500.0
2973,70,164.2,59.9,677,0.29,5000.0,500.0
2974,21,154.3,78.2,1165,0.08,936.22,500.0
2975,24,177.4,64.9,3165,0.99,,500.0
2976,46,179.7,78.7,1580,0.55,316.55,500.0
2977,63,193.3,85.7,2695,0.86,10000.0,37546.73266811876
2978,46,190.9,70.3,3131,0.12,214.07,38879.44200601208
2979,27,175.5,71.5,3485,0.31,5000.0,9849.839515447731
2980,33,162.9,65.7,2813,0.58,,500.0
2981,20,183.4,70.0,732,0.71,10000.0,500.0
2982,50,180.1,83.2,2925,1.0,5000.0,500.0
2983,53,167.2,57.2,1771,0.73,,1476.3417006023133
2984,52,169.1,88.3,2383,0.62,5000.0,2859.6271514534155
2985,34,180.3,37.8,3040,0.09,-4.87,21202.23880898143
2986,21,177.6,83.8,3144,0.81,,24577.990857330224
2987,37,179.8,63.6,1825,0.75,10000.0,500.0
2988,45,168.6,30.1,4716,0.78,,15131.23274721774
2989,27,175.9,66.7,3460,0.27,5000.0,500.0
2990,70,168.3,90.1,2852,0.71,10000.0,24800.30273756093
2991,32,187.7,59.5,2274,0.87,5000.0,500.0
2992,32,169.4,73.7,2221,0.9,5000.0,628.2753345440714
2993,31,165.0,36.0,733,0.52,10000.0,3936.112481554547
2994,65,171.7,79.0,1994,0.25,10000.0,500.0
2995,49,175.2,70.5,2630,0.32,728.7,24477.18989153181
2996,20,165.8,52.7,2664,0.88,,24868.87619710433
2997,27,173.6,64.4,1847,0.56,5000.0,5518.705733493365
2998,67,170.4,69.7,4300,0.8,1155.35,28150.341140496592
2999,39,160.7,57.1,3747,0.48,5000.0,9726.439367038389
3000,48,167.8,61.1,4361,0.16,10000.0,500.0
3001,54,163.5,48.1,3196,0.9,,21715.85274074107
3002,56,167.4,63.2,3391,0.18,218.65,500.0
3003,48,184.6,81.5,561,0.6,,500.0
3004,38,177.2,59.5,2231,0.99,,13889.70317926636
3005,32,191.9,79.6,4917,0.06,10000.0,9422.25996546064
3006,71,173.9,94.2,500,0.04,,500.0
3007,24,157.9,33.3,2768,0.17,10000.0,500.0
3008,50,170.0,82.2,4289,0.24,,32608.14349800446
3009,19,163.7,78.8,500,0.77,10000.0,20345.21837720314
3010,43,156.8,94.6,2678,0.18,,500.0
3011,52,167.6,61.1,2815,0.27,924.64,4644.722194634765
3012,33,161.6,87.2,2528,0.41,10000.0,3978.576230821033
3013,63,175.7,81.8,2721,0.16,,7414.347546630106
3014,53,192.1,57.1,3636,0.86,,20830.29871156549
3015,52,173.0,81.5,2696,0.68,996.21,500.0
3016,60,169.6,60.8,971,0.16,10000.0,500.0
3017,25,172.5,60.0,3052,0.53,1069.98,500.0
3018,71,169.2,39.4,500,0.53,5000.0,6552.992107248032
3019,19,173.0,70.8,2590,0.84,645.92,3764.454650476233
3020,29,162.6,67.7,2631,0.89,,500.0
3021,75,169.2,73.4,3973,0.28,5000.0,5505.620380023244
3022,58,171.6,70.1,2811,0.58,650.47,20771.915081229483
3023,75,161.1,72.8,3419,0.13,1079.95,2646.623178789177
3024,62,181.7,86.5,1376,0.17,695.51,500.0
3025,65,187.1,82.9,1098,0.68,581.62,500.0
3026,61,156.8,70.3,721,0.21,,500.0
3027,67,176.1,66.5,2141,0.62,913.2,25261.091226700035
3028,65,179.5,60.7,2928,0.11,,35219.049757163055
3029,24,171.7,37.8,2906,0.79,628.96,500.0
3030,25,161.0,62.0,529,0.75,10000.0,500.0
3031,35,167.2,64.0,2963,0.85,888.59,500.0
3032,51,188.6,60.2,1521,0.84,5000.0,567.8736436267318
3033,67,174.6,78.7,1341,0.76,5000.0,500.0
3034,70,164.2,52.5,2244,0.87,,20623.35024190196
3035,48,174.1,71.2,2102,0.74,10000.0,14583.276923740434
3036,69,179.7,56.2,2101,0.24,10000.0,18897.50362778629
3037,49,162.8,81.8,2782,0.61,631.24,5646.040401169496
3038,62,169.6,71.0,1193,0.69,5000.0,20585.854065502743
3039,70,165.5,76.6,2246,0.06,10000.0,500.0
3040,75,165.4,53.2,743,0.86,214.8,19601.986561943948
3041,27,175.5,56.6,2648,0.99,10000.0,25442.37941306498
3042,70,192.2,58.3,779,0.04,5000.0,8324.10583393496
3043,39,188.4,66.9,2410,0.7,5000.0,500.0
3044,45,177.2,78.3,3159,0.02,898.9,29100.979743078864
3045,70,164.9,57.0,1397,0.46,5000.0,500.0
3046,31,171.0,74.9,3371,0.83,,20061.34068063979
3047,60,176.1,58.3,2309,0.71,,4909.784070106458
3048,49,159.7,72.5,4144,0.66,1027.64,24299.236885302285
3049,53,158.9,60.1,2536,0.58,10000.0,5928.221864726001
3050,75,163.3,80.3,902,0.69,,500.0
3051,62,162.8,49.0,1657,0.15,10000.0,500.0
3052,58,159.4,57.0,2072,0.33,,19145.24108058376
3053,72,167.9,48.0,653,0.84,798.8,500.0
3054,29,164.1,58.8,2138,0.88,,12824.084252989993
3055,72,182.0,67.9,1550,0.83,,5710.123629715768
3056,31,175.8,68.4,500,0.67,5000.0,500.0
3057,39,165.6,69.3,2968,0.82,,500.0
3058,40,183.6,88.4,505,0.1,,500.0
3059,39,170.4,57.6,2147,0.0,1146.73,500.0
3060,52,177.8,97.5,3052,0.84,10000.0,20205.78528366729
3061,35,181.1,53.5,2921,0.63,,18749.40431521861
3062,70,192.9,90.2,3964,0.44,426.73,4306.065929887514
3063,27,167.7,54.4,500,0.0,10000.0,500.0
3064,20,163.3,78.2,1648,0.4,,3967.2716262876384
3065,48,163.3,90.9,2741,0.82,1106.06,500.0
3066,31,163.5,84.8,2390,0.62,815.0,6339.23209003395
3067,39,173.2,72.7,500,0.46,5000.0,9410.536173745952
3068,54,171.7,55.0,500,0.02,10000.0,500.0
3069,75,157.8,70.9,2470,0.07,5000.0,500.0
3070,52,170.6,89.3,2794,0.86,10000.0,32340.76851809546
3071,42,163.6,45.5,3045,0.06,10000.0,7036.164318789908
3072,71,165.7,56.0,2239,0.55,10000.0,12206.6819020577
3073,43,185.4,82.0,3968,0.11,,35977.53747433601
3074,64,188.5,84.0,2315,0.01,10000.0,3749.022696384097
3075,27,181.2,57.0,2099,0.72,10000.0,9006.619540446767
3076,73,178.4,71.3,1285,0.17,,8595.958835608779
3077,22,167.3,62.8,2379,0.41,168.29,13967.030395682505
3078,53,157.3,61.2,4784,0.99,5000.0,8550.785642346182
3079,35,166.5,46.5,1074,0.39,5000.0,500.0
3080,62,161.5,81.4,1914,0.34,5000.0,500.0
